id,gender,party,name,name_dari,ballotNumber,incumbent,electedPreliminary,electedFinal
8251012,M,independent,Hajji Ghulam Haidar Khan,حاجی غلام حیدر خان,10,0,0,0
8272737,M,independent,Muhammad Ayub Muhmand,محمد ایوب مهمند,29,0,0,0
8293609,F,independent,Hamida,حمیده,23,0,0,0
8296149,M,independent,Abdul Jalil Porshur,عبدالجلیل پرشور,67,0,0,0
8296433,M,independent,Hajji Ashuqullah Wafa,,79,0,1,0
8300446,M,independent,Asadullah Kohzad,اسد الله کوهزاد,3,0,0,0
8301404,M,independent,Alhaj Muhammad  Zahir Nazarzai Shinwari,الحاج محمد ظاهر نظرزی شینواری,68,0,0,0
8306409,M,independent,Maulawi Abdul Shukoor,مولوی عبدالشکور,45,0,0,0
8309011,M,independent,Noor Muhammad Nikkhwa,,65,0,0,0
8309100,M,independent,Nasir Khan Nasir,ناصر خان ناصر,57,0,0,0
8319650,M,independent,Hajji Noorullah,حاجی نورالله,14,0,0,0
8330721,M,independent,Maulawi Abdul Qayum Qayumi,مولوی عبدالقیوم قیومی,87,0,0,0
8331925,M,independent,Hajji Javid Ahmad,حاجی جاوید احمد,88,0,0,0
8337202,M,independent,Dr. Naramgoy,دوکتور نرمگوی,97,0,0,0
8337640,M,independent,Abdul Raqib Mushtaq,عبدالرقیب مشتاق,19,0,0,0
8344576,M,independent,Enayatullah Watanyar,عنایت الله وطنیار,11,0,0,0
8349990,M,independent,Dr. Nimatullah,داکتر نعمت الله,196,1,0,0
8352201,M,independent,Alhaj Muhammad Sami Aymaq,الحاج محمدسمیع ایماق,10,0,0,0
8352202,M,independent,Faiz ‐ur‐ Rahman Rahmani,فیض الرحمن رحمانی,6,0,0,0
8352203,M,independent, Dr. Muhammad Wali Azizi,داکتر محمد ولی عزیزی,72,0,0,0
8352204,M,independent,Hajji Abdul Hamid Aymaq,حاجی عبدالحمیدایماق,75,0,0,0
8352205,M,independent, Bahadar Khan Aqtash,بهادرخان اقتاش,84,0,0,0
8352206,M,independent,Alhaj Qari Islam Mujahid,الحاج قاری اسلام مجاهد,36,0,0,0
8352207,M,independent,Safar Muhammad Kakar,صفر محمد کاکړ,65,0,0,0
8352208,F,independent, Dr. Onqa Amin,داکتر عنقا امین,79,0,0,0
8352209,F,independent,Shukria Paykan Ahmadi,شکریه پیکان احمدی,14,0,1,1
8352210,F,independent,Dr. Fatima Aziz,داکتر فاطمه عزیز,28,1,1,1
8352211,M,independent,Sayed Dawood Nadiri,سید داود نادری,25,0,1,1
8352214,M,independent, Karimullah Amran Kashani,کریم الله عمران کشانی,54,0,0,0
8352215,M,independent, Qari Rahmatullah,قاری رحمت الله,32,1,0,0
8352216,M,independent, Eng. Kamal,انجنیر کمال,87,0,1,1
8352217,M,independent, Habib Ahmad Fazal,حبیب احمد فضل,52,0,0,0
8352219,M,independent,Dr. Sayed Badakhsh,دوکتورسید بدخش,1,0,0,0
8352220,M,independent, Sardar Ahmad Shah,سردار احمد  شاه,78,0,0,0
8352221,M,independent, Eng. Yaseen Abdali,انجنیر یاسین ابدالی,85,0,0,0
8352222,M,independent, Malim Hamidullah Hotak,معلم حمید الله هوتک,73,0,0,0
8352223,M,independent,Muhammad Gul Sahab Zada,محمد گل صاحب زاده,16,0,0,0
8352224,M,independent,Nizam ‐ud‐ Din,نظام الدین,38,0,0,0
8352225,M,independent,Noor ‐ud‐ Din Beg,نور الدین بیگ,5,0,0,0
8352226,M,independent, Yama Khan,یماخان,13,0,0,0
8352227,M,independent, Dr. Dad Ali,داکتر داد علی,45,0,0,0
8352228,M,independent, Alhaj Rahim ‐ud‐ Din Tayeb,الحاج رحم الدین طیب,41,0,0,0
8352229,M,independent, Eng. Muhammad Omar,انجنیر محمد عمر,63,1,0,0
8352230,M,independent,Dr. Abdullah Shikib,داکتر عبدالله شکیب,60,0,0,0
8364004,M,independent,Noorullah Memmar,نورالله معمار,17,0,1,0
8368102,M,independent, Alhaj Maulawi Haq Murad Hamid,الحاج مولوی حق مراد حامد,43,0,0,0
8380916,M,independent,Ghulam Qadir Rahimi,غلام قادر رحیمی,58,0,0,0
8392741,M,independent, Dr. Ghulam Sakhi Malik Zada Rubati,داکتر غلام سخی ملک زاده رباطی,63,0,0,0
8456419,M,independent, Barat Shirzad Katawazai,برات شیرزاده کتوزای,431,0,0,0
8464412,M,independent,Hajji Muhammad Najem Ameri,حاجی محمد نجیم  امیری,195,0,0,0
8465223,M,independent,Najeebullah Mujahid,نجیب الله مجاهد,464,0,0,0
8472235,M,independent,Alhaj Ustad Sayed Gulab Wadan,الحاج استاد سید گلاب ودان,94,0,0,0
8589872,M,independent,Dr. Fazal Rahman Khurami Jasor,داکتر فضل الدین خرمی جسور,11,0,0,0
8592576,F,independent,Alhaj Zefnoon Safi,الحاج زیفنون صافی,5,1,0,1
8594067,M,independent, Shuialay Asadullah Saqib,ښویالی اسد الله ثاقب,46,0,0,0
8594354,M,independent,Eng. Zabihullah Hamidi,,3,0,0,0
8594539,M,independent,Hajji Muhammad Khan,حاجی محمد خان,15,0,0,0
8601491,F,independent, Ustad Mahboba,استاد محبوبه,36,0,0,0
8605402,M,independent,Qazi Nazer Ahmad Hanafi,قاضی نذیر احمد حنفی,126,1,1,1
8628908,M,independent,Abdul Wodood Payman,عبدالودود پیمان,15,0,1,1
8660355,M,independent,Military Expert  Colonel Muhammad Gul Miranay,نظامی کارپوه ډګروال محمد ګل میړنی,47,0,0,0
8670594,M,independent, Abdullah Salihi,عبدالله   صالحی,19,0,0,0
8674726,M,independent,Maulawi Shah Mahmood,مولوی شامحمود,7,0,0,0
8675337,M,independent, Hajji Faiz ‐ul‐ Haq Mushkani,حاجی فیض الحق مشکانی,16,0,0,0
8678605,M,independent,Asadullah Hasar Shahiwal,,92,0,0,0
8681345,M,independent, Sayed Najeebullah Hashimi,سید نجیب الله  هاشمی,382,0,0,0
8705879,M,independent,Mudir Abdul Latif,مدیر عبدالطیف,100,0,0,0
8712102,M,independent,Alhaj Ghulam Haidar Jilani,الحاج غلام حیدر جیلانی,6,0,0,0
8716274,M,independent,Abdul Gheyas Barati,عبدالغیاث براتی,6,0,0,0
8752929,M,independent,Sayed Nadir Sadat,سید نادر سادات,88,0,0,0
8761362,M,independent, Eng. Abdul Rahman Afghan,انجنیر عبدالرحمن افغان,70,0,0,0
8763144,M,independent,Abdul Hadi Jamshedi,عبدالهادی جمشیدی,68,1,0,1
8779529,M,independent,Muhammad Zahir Malik Zad,محمد ظاهر ملک زاد,29,0,0,0
8790381,M,independent,Dr. Habib‐u‐Rahman Nang,ډاکترحبیب الرحمن ننګ,8,0,0,0
8805609,M,independent,Maulawi Abdul Haq Muzhari,مولوی عبدالحق  مظهری,81,1,0,0
8834689,M,independent,Qazi Abdul Qudos Sahak,قاضی عبدالقدوس سهاک,2,0,0,0
8834725,M,independent, Alhaj Major General Naqeebullah,الحاج برید جنرال نقیب الله,58,0,1,1
8839042,M,Political party,Abdul Ghafoor Rezwani,عبدالغفور رضوانی,35,0,0,0
8844643,M,independent,Alhaj Sher Shah Stor Laghmani,الحاج شیرشاه ستور لغمانی,1,0,0,0
8850951,M,independent,Hajji Najeebullah Maqsoodi,حاجی نجیب الله  مقصودی,316,0,0,0
8858301,M,independent,Atta Muhammad Nijat,عطا محمد نجات,145,0,0,0
8863552,F,independent,Qazi Munira Baharaki,قاضی منیره بهارکی,24,0,0,0
8895310,M,independent, Abdul Basir Bahrami,عبدالبصیر بهرامی,297,0,0,0
8895893,M,independent,Alhaj Abdul Qayoom Parsa,الحاج عبدالقیوم پارسا,246,0,0,0
8913401,M,independent,Muhammad Zahir Malik Baba,محمد ظاهر ملک بابا,116,0,0,0
8913402,M,independent, Sayed Ahmadullah Pacha,سید احمد الله پاچا,29,0,0,0
8913403,M,independent,Eng. Muhammad Aman Khairi,انجنیر  محمد امان  خیری,64,0,0,0
8913404,M,independent,Tor Gull Ebrat,طور گل عبرت,83,0,0,0
8913405,M,independent,Sayed Abdul Ghafar Pacha,سید عبدالغفار پاچا,119,0,0,0
8913406,M,independent,Hajji Mualim Wolayat Khan,حاجی معلم ولایت خان,82,0,0,0
8913408,M,independent, Abdul Jabar Sabit,عبدالجبار ثابت,37,0,0,0
8913409,M,independent,Alhaj Ustad Ali  Muhammad Abdeyani,الحاج استاد علی محمد عبدیانی,63,0,0,0
8913410,M,independent,Eng. Sayed Akram,انجنیر سید اکرام,81,0,1,1
8913411,M,independent,Muhammad Akbar,محمد اکبر,80,0,0,0
8913412,M,independent,Dr. Abdul Wahab Zaher,داکتر عبدالوهاب  زهیر,28,0,0,0
8913413,M,independent, Hajji Anaam Shah Anaam Shenwari,حاجی انعام شاه   انعام شنواری,130,0,0,0
8913414,M,independent,Samonwal Said  Mahmud Hashimi Pacha,سمونوال سید محمود هاشمی پاچا,51,0,0,0
8913415,M,independent,Sayed Ishaq,سید اسحق,16,0,0,0
8913416,F,independent,Suhaila Bahar,سهیلا بهار,105,0,0,0
8913417,F,independent,Abida Malikzai,عابده ملکزۍ,61,0,0,0
8913418,F,independent,Dr. Ramzia Muhammadi,داکتر رمزیه محمدی,103,0,0,0
8913419,F,independent, Nabatai Safi,نباتی صافۍ,23,0,0,0
8913421,M,independent,Dagarwal Jan  Muhammad Khugyani,دگروال جان محمد خوگیانی,96,0,0,0
8913422,M,independent, Eng. Khalid Zaman,انجینر خالد زمان,74,0,0,0
8913423,M,independent,Amanullah,امان الله,60,0,0,0
8913424,M,independent,Hajji Abdul Zahir Qader,حاجی عبدالظاهر  قدیر,47,0,1,1
8913425,M,independent,Qazi Samiullah,قاضی سمیع الله,151,0,0,0
8913426,M,independent,Hassan Khil Amar Khil,حسن خیل  امر خیل,120,0,0,0
8913429,M,independent,Abdul Hadi Jalali,عبدالهادی جلالی,93,0,0,0
8913430,M,independent, Babrak Shenwari,ببرک  شینواری,104,1,0,0
8913431,F,independent,Eng. Hashima Sharif,انجنیر هاشمه شریف,111,0,0,0
8913433,M,independent, Eng. Hamidullah Qalandarzai,انجنیر حمید الله  قلندرزی,79,0,0,0
8913434,F,independent,Nigar Shaliz,نگار ښالیز,110,0,0,0
8913435,M,independent, Maiwand Shenwari,میوند شینواری,52,0,0,0
8913436,M,independent,Muhammad Ishaq Atmar,محمد اسحاق اتمر,58,0,0,0
8913437,F,independent, Frishta Anwari,فرشته انوری,33,0,1,1
8913438,M,independent,Lutf-u-Rahman Khamosh,لطف الرحمن  خاموش,141,0,0,0
8913439,M,independent, Qazi Mohammad Amin Waqad,قاضی محمد آمین  وقاد,142,0,0,0
8913440,M,independent,Sayed Jalal Ahmad Pacha,سید  جلال احمد  پاچا,15,0,0,0
8913441,M,independent,Saranwal Faqer Mohammad Rohani,څارنوال فقیرمحمد روحانی,84,0,0,0
8913443,M,independent, Misri Khan,مصری خان,139,0,0,0
8913444,M,independent, Diploma Eng. Abdul Qahar Haidari,دپلوم انجینر عبدالقهار حیدری,36,0,0,0
8913445,F,independent, Simeen Ahmadzai,سمین  احمدزۍ,42,0,0,0
8913446,M,independent, Dr. Amanullah Ayub,داکتر امان الله  ایوب,71,0,0,0
8913447,M,independent,Ihsanullah Munawr,احسان الله منور,153,0,0,0
8913448,M,independent,Ustad Ghafori,استاد غفوری,48,0,0,0
8913450,M,independent,Farhad Khan Kotwal,فرهاد خان کوټوال,136,0,0,0
8913451,M,independent,Mir Hashim Momand,میر هاشم مومند,14,0,0,0
8913452,M,independent, Hajji Gull dad Khan Shenwari,حاجی گل داد خان  شینواری,117,0,0,0
8913454,F,independent,Hasiba Sadat,حسیبه سادات,4,0,0,0
8914174,M,independent,Muhammad Azim Muhsini,محمد عظیم محسنی,77,0,1,1
8921588,M,independent,Mamor Aziz,مامور عزیز,12,0,0,0
8921776,M,independent,Aamir Sadullah,آمرسعدالله,9,0,0,0
8927225,M,independent,Shaista Baz Nasiri,شایسته باز ناصری,3,0,1,1
8941366,F,independent, Ustad Humaira Ayubi,استاد حمیرا ایوبی,14,0,1,1
8948601,M,independent,Abdul Jamil Faizi,عبدالجمیل فیضی,38,0,0,0
8948603,F,independent,Amina Mujahid,آمنه مجاهد,81,0,0,0
8948604,M,independent,Sayed Barat Ali Hakemi Musawi,سید براتعلی حکیمی موسوی,8,0,0,0
8948605,M,independent,Muhammad Ali Afzali,محمد علی افضلی,75,0,0,0
8948606,M,independent,Ustad Muhammad Arif Rahmani,استاد محمد عارف رحمانی,4,0,1,1
8948607,M,independent,Muder Shawali Hotak,مدیر شاولی هوتک,82,0,0,0
8948608,M,independent, Amir Muhammad Daftani Amir Harakat,امیر محمد دفتانی آمر حرکات,62,0,0,0
8948609,M,Political party, Khudadad Faqihi,خداداد فقیهی,79,0,0,0
8948610,M,independent, Hekmatullah,حکمت الله,48,0,0,0
8948611,M,independent,Dr. Shah Jahan,دوکتور شاه جهان,80,0,1,1
8948612,M,independent,Muhammad Dawoud Sultanzoy,محمد داود سلطان زوی,33,1,0,0
8948613,F,independent, Rahila Bibi Kubra Alamshahi,راحله بی بی کبرا عالمشاهی,54,1,0,0
8948614,M,independent, Chaman Shah Etimadi,چمن شاه اعتمادی,37,0,1,1
8948615,M,independent, Ahmad Hussain Jaghori,احمد حسین جاغوری,64,0,0,0
8948616,M,independent, Faizullah Faizan,فیضان الله فیضان,50,0,0,0
8948617,M,independent,Sayed Sardar Alimi,سید سردار عالمی,30,0,0,0
8948618,M,independent,Ahmad Sanjar Azad Zoy,احمد سنجر آزاد زوی,49,0,0,0
8948620,F,independent,Huma Sultani,هما سلطانی,39,0,1,1
8948621,F,independent,Hajji Zahira Ahmad Yar Maulayee,حاجی ظاهره احمدیار مولایی,53,1,0,0
8948622,M,independent,Ustad Muhammad Ali Akhlaqi,استاد محمد علی اخلاقی,67,0,1,1
8948623,M,independent,Ustad Nawroz Ali Karemi,استاد نوروزعلی کریمی,9,0,0,0
8948624,M,independent,Dr. Abdul Majeed Nasiri,داکتر عبدالمجید ناصری,78,0,0,0
8948625,M,independent,Shukrullah Haidari,شکرالله حیدری,51,0,0,0
8948626,F,independent,Fatima Noori,فاطمه نوری,29,0,0,0
8948627,M,independent,Muhammad Sharif Habibi Hazara,محمدشریف حبیبی هزاره,3,0,0,0
8948631,M,Political party,Alhaj Khuda Dad Erfani,الحاج خداداد عرفانی,18,0,1,1
8948632,M,independent,Muhammad Sharif Nazari,محمدشریف نظری,58,0,0,0
8948636,M,independent,Eng. Abdul Hakeem Dalili,انجنیر عبدالحکیم دلیلی,84,0,0,0
8948639,M,independent,Ustad Dr. Karemi Sherdagh,استاد داکترکریمی شیرداغ,5,0,0,0
8948640,M,independent, Sikandar Qeyam,سکندر قیام,61,0,0,0
8948642,M,independent, Abdul Hussain Rafiee,عبدالحسین رفیعی,25,0,0,0
8948801,M,independent,Mullah Abdul Salam Raketi,ملا عبدالسلام راکیټي,8,1,0,0
8948803,F,independent,Rahima,رحیمه,13,0,0,0
8948804,F,independent,Zahra Tukhi Zabuli,زهرا توخي زابلي,12,0,1,1
8948805,M,independent,Khan Rabani Khan,خان ربانی خان,2,0,0,0
8949301,M,independent,Sayed Muhammad Nadir Hatami,سید محمد نادر حاتمی,1,0,0,0
8949304,F,independent,wakil azeta rafat,وکیل آزیتا  رفعت,26,1,0,0
8949305,M,independent,Abdul Wasi Sulat Mahzun,عبدالواسع صولت محزون,3,0,0,0
8949306,M,independent, Hajji Raies Muhammad Omar,الحاجی رئیس محمد عمر,31,0,0,0
8949308,M,independent,Zia-u-din Khan,ضیاالدین خان,40,0,0,0
8949309,M,independent, Muhammad Zahir Shah Asmat,محمد ظاهرشاه عصمت,37,0,0,0
8949310,M,independent,Hajji Lala Jan,حاجی لالا جان,29,0,0,0
8951470,M,independent, Hajji Sardar Agha A.K.A Barialay,حاجی سردار آغا مشهور به بریالی,15,0,0,0
8957513,M,independent, Dr. Faizullah,داکترفیض الله,30,0,0,0
8958672,M,independent, Abdul Ali Saeed,عبدالعلی سعید,198,0,0,0
8972251,M,independent,Shah Ismael,شاه اسماعیل,28,0,0,0
8995505,M,independent, Sadatullah Hamdard,سعادت الله همدرد,29,0,0,0
8997301,M,independent,Saraj ‐ud‐ Din Qitmis,سراج الدین قیتمس,38,0,0,0
8997302,F,independent,Dr. Shukria,داکتر شکریه,6,0,0,0
8997303,M,independent,Fazal Sancharaki,فاضل سانچارکی,43,0,0,0
8997304,M,independent,Ustad Jafari,استاد جعفری,22,0,0,0
8997305,M,independent,Maulawi Abdul Khabeer,مولوی عبدالخبیر,27,1,0,0
8997307,M,independent,Sayed Anwar Sadat,سید انور سادات,20,0,1,1
8997308,M,independent,Qazi Muhammad Omar Ishaqzai,قاضی محمد عمر اسحق زی,13,0,0,0
8997310,F,independent,Qazi Suraya,قاضی ثریا,1,0,0,0
8997312,M,independent,Hajji Khair Muhammad Aymaq,حاجی خیر محمد ایماق,41,1,1,1
8997313,M,independent,Sayed Muhammad Hashimi,سید محمد هاشمی,9,0,0,0
8997314,M,independent,Muhammad Dawood Khan Sayad,محمد داود خان صیادی,17,0,0,0
8997315,F,independent,Ustad Munizha Sadat Qazi Zada,استاد منیژه سادات قاضی زاده,35,0,0,0
8997316,M,independent,Abd‐ur‐ Rahim Waheedi,عبدالرحیم وحیدی,8,0,0,0
9002097,M,independent,Hajji Muhammad Dawoud Noorzaie,حاجی محمد داود نورزائی,132,0,0,0
9003413,M,independent,Mualim Hafizullah,معلم حفیظ الله,145,0,0,0
9020628,M,independent,Hajji Mahboob Shah,,49,0,0,0
9032594,M,independent,Ustad Noori,استاد نوری,59,0,0,0
9042001,M,independent,Muhammad Zahir Hatam,محمد ظاهر  حاتم,67,0,0,0
9042020,M,independent,Mazafar‐u‐din Zafar,مظفرالدین ظفر,11,0,0,0
9042023,M,independent,Asal Muhammad Shakeri Badakhshani,عسل محمد  شاکری بدخشانی,39,0,0,0
9042032,M,independent,Zia-u-din Wasiq,ضیاء الدین واثق,71,0,0,0
9042050,M,independent,Murshid Samaonwal  Munshi Hafizullah Habib Kofi,مرشید سمونوال منشی حفیظ الله حبیب کوفی,74,0,0,0
9070046,M,independent,Maulana Abdul Hamid Noorzai,مولانا عبدالحمید نورزائ,52,0,0,0
9159512,M,independent, Hajji Muhammad Lall,حاجی محمد لعل,17,0,0,0
9166501,M,independent, Nawab Amirzai,نواب امیرزی,14,0,0,0
9166508,M,independent, Ghafar Muhammad,غفار محمد,19,0,0,0
9166513,M,independent,Sayed Muhammad Gulabzoy,سید محمد  گلاب زوی,491,0,0,0
9209045,M,independent,Saranwal Jakran Ayaan,څارنوال جګړن عیان,14,0,0,0
9236600,F,independent, Nafisa Nasib,نفیسه نصیب,22,0,0,0
9310458,M,independent,Hajji Ghulam Hassan,,52,0,0,0
9313170,F,independent,Nazparo Hadi,نازپرور   هادی,12,0,0,0
9337871,M,independent,Muhammad Basir Beg,محمد بصیر  بیک,22,0,0,0
9338715,M,independent,Mohamad Kabir Ahmadi,محمد کبیر احمدی,28,0,0,0
9347725,M,independent,Hajji Ezatullah,حاجی عزت الله,1,0,0,0
9366572,F,independent, Dr. Sara,داکتر سارا,34,0,0,0
9388591,M,independent,Hajji Ghulam Muhammad Ishaqzai,حاجی غلام محمد اسحق زی,7,0,0,0
9421564,M,independent, Ailchi Bik Harakat,ایلچی بیک حرکت,84,0,0,0
9432601,M,independent,Mualim Muhammad Dawoud Qahestani,معلم محمد داود قهستانی,119,0,0,0
9651090,M,independent,Alhaj Maulawi Abdullah Qurlaq,الحاج مولوی عبدالله قرلق,34,0,0,0
9659857,F,independent,Maleeha Ahmadzai,ملیحه احمدزی,1,0,0,0
9664508,F,independent,Frishta Amini,فرشته امینی,6,0,1,1
9701919,M,independent,Eng. Muhammad Essa,انجینر محمد عیسی,30,0,0,0
9746112,M,independent,Eng. Zafar Khan,انجینر ظفر خان,55,0,0,0
9755177,M,independent, Dr. Abdul Hakeem Safi,داکتر عبدالحکیم   صافی,67,0,0,0
9756007,M,independent,Dr. Sakhi,داکتر سخی,64,0,0,0
9765683,M,independent, Ali Hussain Khalili,علی حسین  خلیلی,75,0,0,0
9797970,M,independent,Qari Abdul Hamid Hamid,قاری عبدالحمید حمید,11,0,0,0
9855114,M,independent, Alhaj Muhammad Rahim Ayubi,,14,0,1,0
9856057,M,independent,Malim Shahab ‐ud‐ Din,معلم شهاب الدین,45,0,0,0
9919250,M,independent,Ustad Faridullah Hasam,استاد فرید الله حسام,5,0,0,0
9921492,F,independent, Safia Seddiqi,صفیه صدیقی,127,1,0,0
10029677,M,independent, Ustad Tajwar Khan Sangarwal,استاد  تاجورخان  سنگروال,35,0,0,0
10060214,M,independent,Maulawi Shazada Shaid,مولوی شهزاده شاهد,2,1,1,1
10072092,M,independent,Hajji Muhammad Arif Tayeb,حاجی محمد عارف طیب,99,1,0,1
10125494,M,independent,Sayed Ahmad Khan Gailani,سید احمد خان گیلانی,63,0,0,0
10144851,M,independent,Dr. Muhammad Salih Saljoqi,داکتر محمد صالح سلجوقی,63,1,0,1
10179141,M,independent,Abdul Karim Khan Achakzai,عبدالکریم خان اڅکزی,12,0,0,0
10206325,M,independent,Saranwal  Muhammad Ismail Babakarkhail,څارنوال محمد اسمعیل  بابکرخیل,216,0,0,0
10217436,M,independent,Muhammad Salih,محمد صالح,31,0,0,0
10233649,M,independent,Alhaj Said Salahuddin Sadat,الحاج سید صلاح الدین سادات,33,0,0,0
10276422,M,independent,Alhaj Qazi  Muhammad Yaqub Seddiqi,الحاج قاضی محمد یعقوب صدیقی,33,0,0,0
10340752,M,independent,Alhaj Maulawi Muhammad Asif Ghareeb Yar,,8,0,0,0
10383127,M,independent,Amar ‐ud‐ Din Haq Shenas,امر الدین حق شناس,60,0,0,0
10392688,M,independent,Alhaj Dr. Asadullah Hematyar,الحاج داکتر اسدالله همتیار,13,1,0,0
10409918,M,independent,Hajji Gul Marjan Aka Khil,حاجی گل مرجان اکا خیل,90,0,0,0
10440903,M,independent, Najebullah Nangial,نجیب الله  ننگیال,106,0,0,0
10440994,M,independent, Muhammad Dawoud Shenwari,محمد داود  شینواری,62,0,0,0
10444347,M,independent,Maulawi Abdul Mabud Abid,مولوی عبدالمعبود عابد,96,0,0,0
10446504,M,independent, Maulawi Muhammad Nabi,مولوی محمد نبی,23,0,0,0
10459606,M,independent,Muhammad Younus Hutak,محمدیونس هوتک,324,0,0,0
10488751,M,independent,Hajji Muhammad Ayub,حاجی محمد ایوب,6,0,0,0
10568153,M,independent,Sabrullah Faiez,صبرالله فایز,632,0,0,0
10585532,M,independent,Muza‐m‐Mil Hutak,مزمل هوتک,318,0,0,0
10585921,M,independent, Muhammad Rafiq Masroor Kakar,محمد رفیق مسرور کاکر,143,0,0,0
10602013,M,independent,Wakel Sayed Muhammad Rafiq Nadem,وکیل سید محمد رفیق نادم,117,0,0,0
10606723,M,independent,Hajji Abdullah Baghdashti,حاجی عبدالله باغدشتی,104,0,0,0
10612567,M,independent,Alhaj Sayed Sarwar Muhsini,الحاج سید سرور محسنی,95,0,0,0
10624233,M,independent,Safiullah Mujadidi,صفی الله مجددی,88,0,0,0
10631180,M,independent,Hajji Fakhari,حاجی فخاری,109,0,0,0
10635772,F,independent,Atifa Mansori,عاطفه منصوری,27,0,0,0
10641972,M,independent,Muhammad Nasir Ahmad Yan,محمد ناصر احمد یان,121,0,0,0
10642247,M,independent,Muhammad Naiem Ghayur,محمد نعیم غیور,66,0,0,0
10643009,M,independent,Afzal Shah Door Andish,افضل شاه دور اندیش,130,0,0,0
10647025,M,independent,Ghulam Haidar Sarwari,غلام حیدر  سروری,22,0,0,0
10658523,M,independent,Colonel Muhammad Israel,دگروال محمد اسرائیل,19,0,0,0
10659550,M,independent,Alhaj Sayed Abdullah Sherzadi,الحاج سید عبدالله شیرزادی,108,0,0,0
10681061,M,independent,Mir Ahmad Baloch,میراحمد بلوچ,3,0,0,0
10681822,M,independent,Ali Ahmad Faizyar,علی احمد فیضیار,70,0,0,0
10687553,M,independent,Hajji Muhammad Halim Taraki,,136,0,0,0
10687893,M,independent,Alhaj Eng. Muhammad Nasir Muhtaseb Zada,الحاج انجنیر محمد ناصر محتسب زاده,71,0,0,0
10687946,M,independent,Alhaj Dr. Basir Ahmad Basir Yar,الحاج دوکتور بصیر احمد بصیریار,81,0,0,0
10688496,M,Political party,Shiakh Muhammad Musa Rezayee,شیخ محمد موسی رضایی,153,0,0,0
10692813,M,independent,Alhaj Maulawi Rahmatullah Hanafi,الحاج مولوی رحمت الله حنفی,24,0,0,0
10693779,F,independent,Ustad Yusufi,استاد یوسفی,28,0,0,0
10704929,M,independent,Ahmad Sameer Mayel,احمد سمیر مایل,69,0,0,0
10713799,F,independent,Fatima Istanikzai Baloch,فاطمه استانکزی  بلوچ,134,0,0,0
10717576,M,independent,Hajji Mualim Ghulam Rasol Burhani,حاجی معلم غلام رسول برهانی,76,0,0,0
10718501,M,independent,Ustad Abdul Samad Himati,استاد عبدالصمد  همتی,43,0,0,0
10718544,M,independent,Dr. Sayed Maroof Qazi Zada Ansari,داکتر  سیدمعروف قاضی زاده   انصاری,82,0,0,0
10727628,M,independent,Ahmad Farhad Majedi,احمد فرهاد  مجیدی,100,0,1,1
10728070,M,independent,Eng. Muhammad Ayub Ghafori,انجینر محمد ایوب غفوری,143,0,0,0
10745901,F,independent,Tahira Sajadi,طاهره سجادی,58,0,0,0
10753192,M,independent,Alhaj Muhammad Rafiq Shaheer,الحاج محمد رفیق شهیر,93,0,0,1
10774156,M,independent, Sayed Mahmood Hashimi,سید محمود  هاشمی,73,0,0,0
10833011,M,independent, Hajji Abdul Rasheed,حاجی عبد الرشید,23,0,0,0
10862831,M,independent,Munshi Abdul Habib,منشی عبدالحبیب,12,0,0,0
11011693,M,independent,Hajji Muhammad Farhad Seddiqi,حاجی محمد فرهاد  صدیقی,256,0,1,1
11012526,M,independent,Maulawi Muhammad Asqhar,مولوی محمد اصغر,4,0,0,0
11014324,M,independent,Muhammad Alam Watan Dost,محمد عالم وطن دوست,166,0,0,0
11018760,M,independent,Alhaj Khalifa Sayed Gull Cheshti,الحاج خلیفه سیدگل چشتی,148,0,0,0
11021649,M,independent, Khalil Ruman,خلیل رومان,165,0,0,0
11021848,M,independent, Kabul Khan Tadbeer Zurmati,کابل خان تدبیر زرمتی,458,0,0,0
11035004,M,independent,Qari Muhammad Nasir,قاری محمد ناصر,44,0,0,0
11040318,M,independent,Ustad Qurban Ali Arfani,استاد قربانعلی عرفانی,96,0,1,1
11041325,M,independent,Abdullah Afzali,عبدالله افضلی,197,0,0,0
11042268,M,independent,Sayed Hussain Alimi Balkhi,سید حسین عالمی بلخی,647,1,1,1
11043959,M,independent,Muhammad Dawood Yosufzai,محمد داود یوسفزی,425,0,0,0
11082236,M,independent, Muhammad Sabir,محمد صابر,147,0,0,0
11096571,M,independent, Abdullah Shahkar,عبدالله شهکار,569,0,0,0
11096632,M,independent,Muhammad Zarif Nasiri A.K.A Mama,محمد ظریف ناصری مشهور به ماما,213,0,0,0
11118545,M,independent,Sayed Nasir Aqil,سید ناصر عقیل,622,0,0,0
11118666,M,independent,Eng. Shir Wali Wardak,انجینر شیر ولی وردک,399,0,1,1
11119699,M,independent,Ezatullah Mamozai,عزت الله مموزی,476,0,0,0
11167326,M,independent,Abdul Fatah Mahraban,عبدالفتاح مهریان,144,0,0,0
11173564,M,independent,Hajji Khalil,حاجی خلیل,638,0,0,0
11174748,F,independent, Dr. Anar Kali Hunaryar,داکتر انارکلی   هنر یار,506,0,0,0
11201081,M,independent,Dr. Faraidoon Almas,دوکتور فریدون الماس,11,0,0,0
11202201,M,independent,Yardil Nizami,یاردل نظامی,54,0,0,0
11211993,M,independent, Eng. Muhammad Rasool Barikzai,انجینرمحمد رسول بارکزی,339,0,0,0
